timestamp,strategy,side,trade_price,best_bid,best_ask,b_hat,a_hat,Q,cash,pnl
1767082884.9243746,ADAPTIVE,SELL,340,340,345,334.08961038961036,349.3103896103896,7,710.0,3107.5
1767082884.9243746,ADAPTIVE,BUY,135,130,135,125.34838709677419,138.2516129032258,8,575.0,1635.0
1767082884.9243746,ADAPTIVE,BUY,2415,2410,2415,2405.45,2417.95,9,-1840.0,19872.5
1767082884.9353898,ADAPTIVE,BUY,170,165,170,161.0705882352941,172.12941176470588,10,-2010.0,-335.0
1767082884.9373863,ADAPTIVE,SELL,650,650,655,643.9285714285714,659.0714285714286,9,-1360.0,4512.5
1767082884.9383855,ADAPTIVE,SELL,185,185,190,179.2,194.0,8,-1175.0,325.0
1767082884.940383,ADAPTIVE,BUY,205,200,205,195.96086956521737,207.4391304347826,9,-1380.0,442.5
1767082884.9423785,ADAPTIVE,BUY,220,215,220,211.17142857142858,222.0285714285714,10,-1600.0,575.0
1767082884.9443753,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,-1505.0,-627.5
1767082884.9463725,ADAPTIVE,BUY,140,135,140,130.60943396226415,142.59056603773584,10,-1645.0,-270.0
1767082884.9483716,ADAPTIVE,SELL,120,120,130,118.58620689655173,129.41379310344828,9,-1525.0,-400.0
1767082884.9520636,ADAPTIVE,BUY,290,285,290,280.5550561797753,292.64494382022474,10,-1815.0,1060.0
1767082884.9540613,ADAPTIVE,SELL,170,170,175,163.94444444444446,179.05555555555554,9,-1645.0,-92.5
1767082884.9560595,ADAPTIVE,BUY,225,220,225,216.4856304985337,226.71436950146628,10,-1870.0,355.0
1767082884.9570582,ADAPTIVE,SELL,400,400,405,394.6162790697674,408.3837209302326,9,-1470.0,2152.5
1767082884.959055,ADAPTIVE,SELL,170,170,180,168.725,179.475,8,-1300.0,100.0
1767082884.9610488,ADAPTIVE,SELL,1845,1845,1855,1843.7,1854.7,7,545.0,13495.0
1767082884.963048,ADAPTIVE,BUY,175,170,175,166.52727272727273,177.0727272727273,8,370.0,1750.0
1767082884.9650452,ADAPTIVE,BUY,335,330,335,326.2544554455445,337.14554455445545,9,35.0,3027.5
1767082884.966439,ADAPTIVE,SELL,165,165,170,159.21363636363637,173.98636363636362,8,200.0,1540.0
1767082884.966439,ADAPTIVE,SELL,740,740,750,739.174358974359,749.225641025641,7,940.0,6155.0
1767082884.966439,ADAPTIVE,BUY,165,160,165,156.7464285714286,166.85357142857143,8,775.0,2075.0
1767082884.966439,ADAPTIVE,SELL,130,130,135,124.96502145922747,138.43497854077253,7,905.0,1832.5
1767082884.966439,ADAPTIVE,BUY,255,250,255,246.55675675675676,257.04324324324324,8,650.0,2670.0
1767082884.966439,ADAPTIVE,BUY,365,360,365,356.6649805447471,366.7350194552529,9,285.0,3547.5
1767082884.966439,ADAPTIVE,SELL,300,300,305,294.75384615384615,308.4461538461539,8,585.0,3005.0
1767082884.966439,ADAPTIVE,BUY,105,100,105,96.15647773279352,107.24352226720649,9,480.0,1402.5
1767082884.966439,ADAPTIVE,BUY,395,390,395,386.11162790697676,397.0883720930233,10,85.0,4010.0
1767082885.084948,ADAPTIVE,SELL,95,95,100,89.70250521920669,103.29749478079331,9,180.0,1057.5
1767082885.084948,ADAPTIVE,BUY,270,265,270,260.1711060948081,273.0288939051919,10,-90.0,2585.0
1767082885.084948,ADAPTIVE,SELL,705,705,710,698.6318681318681,714.3681318681319,9,615.0,6982.5
1767082885.084948,ADAPTIVE,SELL,425,425,430,419.6,433.6,8,1040.0,4460.0
1767082885.084948,ADAPTIVE,BUY,2950,2945,2950,2941.2714285714283,2952.1285714285714,9,-1910.0,24617.5
1767082885.084948,ADAPTIVE,SELL,2145,2145,2150,2139.885714285714,2153.3142857142857,8,235.0,17415.0
1767082885.1010242,ADAPTIVE,BUY,450,445,450,441.22808988764046,452.1719101123595,9,-215.0,3812.5
1767082885.1050184,ADAPTIVE,BUY,220,215,220,211.34698795180722,221.85301204819277,10,-435.0,1740.0
1767082885.1070156,ADAPTIVE,SELL,245,245,250,239.9867256637168,253.0132743362832,9,-190.0,2037.5
1767082885.1080155,ADAPTIVE,BUY,160,155,160,150.32075471698113,162.87924528301886,10,-350.0,1225.0
1767082885.1100104,ADAPTIVE,SELL,1590,1590,1595,1584.1923076923076,1598.8076923076924,9,1240.0,15572.5
1767082885.1120083,ADAPTIVE,SELL,160,160,165,154.48702928870293,168.71297071129706,8,1400.0,2700.0
1767082885.1130064,ADAPTIVE,SELL,905,905,915,903.8197183098592,914.5802816901409,7,2305.0,8675.0
1767082885.1160004,ADAPTIVE,BUY,560,555,560,550.1636363636363,563.4363636363636,8,1745.0,6205.0
1767082885.117472,ADAPTIVE,SELL,340,340,345,334.08961038961036,349.3103896103896,7,2085.0,4482.5
1767082885.1194696,ADAPTIVE,BUY,135,130,135,125.34838709677419,138.2516129032258,8,1950.0,3010.0
1767082885.12047,ADAPTIVE,BUY,2415,2410,2415,2405.45,2417.95,9,-465.0,21247.5
1767082885.1231167,ADAPTIVE,BUY,170,165,170,161.0705882352941,172.12941176470588,10,-635.0,1040.0
1767082885.1251214,ADAPTIVE,SELL,650,650,655,643.9285714285714,659.0714285714286,9,15.0,5887.5
1767082885.1271174,ADAPTIVE,SELL,185,185,190,179.2,194.0,8,200.0,1700.0
1767082885.1304054,ADAPTIVE,BUY,205,200,205,195.96086956521737,207.4391304347826,9,-5.0,1817.5
1767082885.133661,ADAPTIVE,BUY,220,215,220,211.17142857142858,222.0285714285714,10,-225.0,1950.0
1767082885.135656,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,-130.0,747.5
1767082885.1376543,ADAPTIVE,BUY,140,135,140,130.60943396226415,142.59056603773584,10,-270.0,1105.0
1767082885.13965,ADAPTIVE,SELL,120,120,130,118.58620689655173,129.41379310344828,9,-150.0,975.0
1767082885.1416478,ADAPTIVE,BUY,290,285,290,280.5550561797753,292.64494382022474,10,-440.0,2435.0
1767082885.143644,ADAPTIVE,SELL,170,170,175,163.94444444444446,179.05555555555554,9,-270.0,1282.5
1767082885.1466389,ADAPTIVE,BUY,225,220,225,216.4856304985337,226.71436950146628,10,-495.0,1730.0
1767082885.1486354,ADAPTIVE,SELL,400,400,405,394.6162790697674,408.3837209302326,9,-95.0,3527.5
1767082885.1531534,ADAPTIVE,SELL,170,170,180,168.725,179.475,8,75.0,1475.0
1767082885.1561534,ADAPTIVE,SELL,1845,1845,1855,1843.7,1854.7,7,1920.0,14870.0
1767082885.1581497,ADAPTIVE,BUY,175,170,175,166.52727272727273,177.0727272727273,8,1745.0,3125.0
1767082885.1611462,ADAPTIVE,BUY,335,330,335,326.2544554455445,337.14554455445545,9,1410.0,4402.5
1767082885.1631424,ADAPTIVE,SELL,165,165,170,159.21363636363637,173.98636363636362,8,1575.0,2915.0
1767082885.1651425,ADAPTIVE,SELL,740,740,750,739.174358974359,749.225641025641,7,2315.0,7530.0
1767082885.166409,ADAPTIVE,BUY,165,160,165,156.7464285714286,166.85357142857143,8,2150.0,3450.0
1767082885.166409,ADAPTIVE,SELL,130,130,135,124.96502145922747,138.43497854077253,7,2280.0,3207.5
1767082885.166409,ADAPTIVE,BUY,255,250,255,246.55675675675676,257.04324324324324,8,2025.0,4045.0
1767082885.166409,ADAPTIVE,BUY,365,360,365,356.6649805447471,366.7350194552529,9,1660.0,4922.5
1767082885.166409,ADAPTIVE,SELL,300,300,305,294.75384615384615,308.4461538461539,8,1960.0,4380.0
1767082885.166409,ADAPTIVE,BUY,105,100,105,96.15647773279352,107.24352226720649,9,1855.0,2777.5
1767082885.166409,ADAPTIVE,BUY,395,390,395,386.11162790697676,397.0883720930233,10,1460.0,5385.0
1767082885.2825027,ADAPTIVE,SELL,95,95,100,89.70250521920669,103.29749478079331,9,1555.0,2432.5
1767082885.2825027,ADAPTIVE,BUY,270,265,270,260.1711060948081,273.0288939051919,10,1285.0,3960.0
1767082885.2825027,ADAPTIVE,SELL,705,705,710,698.6318681318681,714.3681318681319,9,1990.0,8357.5
1767082885.2825027,ADAPTIVE,SELL,425,425,430,419.6,433.6,8,2415.0,5835.0
1767082885.2825027,ADAPTIVE,BUY,2950,2945,2950,2941.2714285714283,2952.1285714285714,9,-535.0,25992.5
1767082885.2825027,ADAPTIVE,SELL,2145,2145,2150,2139.885714285714,2153.3142857142857,8,1610.0,18790.0
1767082885.2825027,ADAPTIVE,BUY,450,445,450,441.22808988764046,452.1719101123595,9,1160.0,5187.5
1767082885.2825027,ADAPTIVE,BUY,220,215,220,211.34698795180722,221.85301204819277,10,940.0,3115.0
1767082885.2825027,ADAPTIVE,SELL,245,245,250,239.9867256637168,253.0132743362832,9,1185.0,3412.5
1767082885.2825027,ADAPTIVE,BUY,160,155,160,150.32075471698113,162.87924528301886,10,1025.0,2600.0
1767082885.298141,ADAPTIVE,SELL,1590,1590,1595,1584.1923076923076,1598.8076923076924,9,2615.0,16947.5
1767082885.298141,ADAPTIVE,SELL,160,160,165,154.48702928870293,168.71297071129706,8,2775.0,4075.0
1767082885.298141,ADAPTIVE,SELL,905,905,915,903.8197183098592,914.5802816901409,7,3680.0,10050.0
1767082885.298141,ADAPTIVE,BUY,560,555,560,550.1636363636363,563.4363636363636,8,3120.0,7580.0
1767082885.298141,ADAPTIVE,SELL,340,340,345,334.08961038961036,349.3103896103896,7,3460.0,5857.5
1767082885.298141,ADAPTIVE,BUY,135,130,135,125.34838709677419,138.2516129032258,8,3325.0,4385.0
1767082885.298141,ADAPTIVE,BUY,2415,2410,2415,2405.45,2417.95,9,910.0,22622.5
1767082885.298141,ADAPTIVE,BUY,170,165,170,161.0705882352941,172.12941176470588,10,740.0,2415.0
1767082885.298141,ADAPTIVE,SELL,650,650,655,643.9285714285714,659.0714285714286,9,1390.0,7262.5
1767082885.3137653,ADAPTIVE,SELL,185,185,190,179.2,194.0,8,1575.0,3075.0
1767082885.3137653,ADAPTIVE,BUY,205,200,205,195.96086956521737,207.4391304347826,9,1370.0,3192.5
1767082885.3202617,ADAPTIVE,BUY,220,215,220,211.17142857142858,222.0285714285714,10,1150.0,3325.0
1767082885.3222582,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,1245.0,2122.5
1767082885.3242576,ADAPTIVE,BUY,140,135,140,130.60943396226415,142.59056603773584,10,1105.0,2480.0
1767082885.3252506,ADAPTIVE,SELL,120,120,130,118.58620689655173,129.41379310344828,9,1225.0,2350.0
1767082885.3272572,ADAPTIVE,BUY,290,285,290,280.5550561797753,292.64494382022474,10,935.0,3810.0
1767082885.3292518,ADAPTIVE,SELL,170,170,175,163.94444444444446,179.05555555555554,9,1105.0,2657.5
1767082885.3312476,ADAPTIVE,BUY,225,220,225,216.4856304985337,226.71436950146628,10,880.0,3105.0
1767082885.3333328,ADAPTIVE,SELL,400,400,405,394.6162790697674,408.3837209302326,9,1280.0,4902.5
1767082885.3353336,ADAPTIVE,SELL,170,170,180,168.725,179.475,8,1450.0,2850.0
1767082885.3372045,ADAPTIVE,SELL,1845,1845,1855,1843.7,1854.7,7,3295.0,16245.0
1767082885.3378057,ADAPTIVE,BUY,175,170,175,166.52727272727273,177.0727272727273,8,3120.0,4500.0
1767082885.3378057,ADAPTIVE,BUY,335,330,335,326.2544554455445,337.14554455445545,9,2785.0,5777.5
1767082885.3378057,ADAPTIVE,SELL,165,165,170,159.21363636363637,173.98636363636362,8,2950.0,4290.0
1767082885.3378057,ADAPTIVE,SELL,740,740,750,739.174358974359,749.225641025641,7,3690.0,8905.0
1767082885.3378057,ADAPTIVE,BUY,165,160,165,156.7464285714286,166.85357142857143,8,3525.0,4825.0
1767082885.3378057,ADAPTIVE,SELL,130,130,135,124.96502145922747,138.43497854077253,7,3655.0,4582.5
1767082885.3378057,ADAPTIVE,BUY,255,250,255,246.55675675675676,257.04324324324324,8,3400.0,5420.0
1767082885.3518198,ADAPTIVE,BUY,365,360,365,356.6649805447471,366.7350194552529,9,3035.0,6297.5
1767082885.3528194,ADAPTIVE,SELL,300,300,305,294.75384615384615,308.4461538461539,8,3335.0,5755.0
1767082885.3548167,ADAPTIVE,BUY,105,100,105,96.15647773279352,107.24352226720649,9,3230.0,4152.5
1767082885.3568115,ADAPTIVE,BUY,395,390,395,386.11162790697676,397.0883720930233,10,2835.0,6760.0
1767082885.4597201,ADAPTIVE,SELL,95,95,100,89.70250521920669,103.29749478079331,9,2930.0,3807.5
1767082885.4597201,ADAPTIVE,BUY,270,265,270,260.1711060948081,273.0288939051919,10,2660.0,5335.0
1767082885.4597201,ADAPTIVE,SELL,705,705,710,698.6318681318681,714.3681318681319,9,3365.0,9732.5
1767082885.4597201,ADAPTIVE,SELL,425,425,430,419.6,433.6,8,3790.0,7210.0
1767082885.4597201,ADAPTIVE,BUY,2950,2945,2950,2941.2714285714283,2952.1285714285714,9,840.0,27367.5
1767082885.4597201,ADAPTIVE,SELL,2145,2145,2150,2139.885714285714,2153.3142857142857,8,2985.0,20165.0
1767082885.4597201,ADAPTIVE,BUY,450,445,450,441.22808988764046,452.1719101123595,9,2535.0,6562.5
1767082885.4597201,ADAPTIVE,BUY,220,215,220,211.34698795180722,221.85301204819277,10,2315.0,4490.0
1767082885.4597201,ADAPTIVE,SELL,245,245,250,239.9867256637168,253.0132743362832,9,2560.0,4787.5
1767082885.4597201,ADAPTIVE,BUY,160,155,160,150.32075471698113,162.87924528301886,10,2400.0,3975.0
1767082885.4597201,ADAPTIVE,SELL,1590,1590,1595,1584.1923076923076,1598.8076923076924,9,3990.0,18322.5
1767082885.4753602,ADAPTIVE,SELL,160,160,165,154.48702928870293,168.71297071129706,8,4150.0,5450.0
1767082885.4753602,ADAPTIVE,SELL,905,905,915,903.8197183098592,914.5802816901409,7,5055.0,11425.0
1767082885.4753602,ADAPTIVE,BUY,560,555,560,550.1636363636363,563.4363636363636,8,4495.0,8955.0
1767082885.4753602,ADAPTIVE,SELL,340,340,345,334.08961038961036,349.3103896103896,7,4835.0,7232.5
1767082885.4753602,ADAPTIVE,BUY,135,130,135,125.34838709677419,138.2516129032258,8,4700.0,5760.0
1767082885.4753602,ADAPTIVE,BUY,2415,2410,2415,2405.45,2417.95,9,2285.0,23997.5
1767082885.4753602,ADAPTIVE,BUY,170,165,170,161.0705882352941,172.12941176470588,10,2115.0,3790.0
1767082885.4753602,ADAPTIVE,SELL,650,650,655,643.9285714285714,659.0714285714286,9,2765.0,8637.5
1767082885.4753602,ADAPTIVE,SELL,185,185,190,179.2,194.0,8,2950.0,4450.0
1767082885.4909842,ADAPTIVE,BUY,205,200,205,195.96086956521737,207.4391304347826,9,2745.0,4567.5
1767082885.4909842,ADAPTIVE,BUY,220,215,220,211.17142857142858,222.0285714285714,10,2525.0,4700.0
1767082885.4909842,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,2620.0,3497.5
1767082885.4909842,ADAPTIVE,BUY,140,135,140,130.60943396226415,142.59056603773584,10,2480.0,3855.0
1767082885.4909842,ADAPTIVE,SELL,120,120,130,118.58620689655173,129.41379310344828,9,2600.0,3725.0
1767082885.4909842,ADAPTIVE,BUY,290,285,290,280.5550561797753,292.64494382022474,10,2310.0,5185.0
1767082885.4909842,ADAPTIVE,SELL,170,170,175,163.94444444444446,179.05555555555554,9,2480.0,4032.5
1767082885.4909842,ADAPTIVE,BUY,225,220,225,216.4856304985337,226.71436950146628,10,2255.0,4480.0
1767082885.5066094,ADAPTIVE,SELL,400,400,405,394.6162790697674,408.3837209302326,9,2655.0,6277.5
1767082885.5066094,ADAPTIVE,SELL,170,170,180,168.725,179.475,8,2825.0,4225.0
1767082885.5066094,ADAPTIVE,SELL,1845,1845,1855,1843.7,1854.7,7,4670.0,17620.0
1767082885.5066094,ADAPTIVE,BUY,175,170,175,166.52727272727273,177.0727272727273,8,4495.0,5875.0
1767082885.5066094,ADAPTIVE,BUY,335,330,335,326.2544554455445,337.14554455445545,9,4160.0,7152.5
1767082885.5066094,ADAPTIVE,SELL,165,165,170,159.21363636363637,173.98636363636362,8,4325.0,5665.0
1767082885.5066094,ADAPTIVE,SELL,740,740,750,739.174358974359,749.225641025641,7,5065.0,10280.0
1767082885.5066094,ADAPTIVE,BUY,165,160,165,156.7464285714286,166.85357142857143,8,4900.0,6200.0
1767082885.5066094,ADAPTIVE,SELL,130,130,135,124.96502145922747,138.43497854077253,7,5030.0,5957.5
1767082885.5066094,ADAPTIVE,BUY,255,250,255,246.55675675675676,257.04324324324324,8,4775.0,6795.0
1767082885.522232,ADAPTIVE,BUY,365,360,365,356.6649805447471,366.7350194552529,9,4410.0,7672.5
1767082885.5277696,ADAPTIVE,SELL,300,300,305,294.75384615384615,308.4461538461539,8,4710.0,7130.0
1767082885.5297642,ADAPTIVE,BUY,105,100,105,96.15647773279352,107.24352226720649,9,4605.0,5527.5
1767082885.531761,ADAPTIVE,BUY,395,390,395,386.11162790697676,397.0883720930233,10,4210.0,8135.0
1767082885.6353838,ADAPTIVE,SELL,95,95,100,89.70250521920669,103.29749478079331,9,4305.0,5182.5
1767082885.6353838,ADAPTIVE,BUY,270,265,270,260.1711060948081,273.0288939051919,10,4035.0,6710.0
1767082885.6353838,ADAPTIVE,SELL,705,705,710,698.6318681318681,714.3681318681319,9,4740.0,11107.5
1767082885.6353838,ADAPTIVE,SELL,425,425,430,419.6,433.6,8,5165.0,8585.0
1767082885.651021,ADAPTIVE,BUY,2950,2945,2950,2941.2714285714283,2952.1285714285714,9,2215.0,28742.5
1767082885.651021,ADAPTIVE,SELL,2145,2145,2150,2139.885714285714,2153.3142857142857,8,4360.0,21540.0
1767082885.6590354,ADAPTIVE,BUY,450,445,450,441.22808988764046,452.1719101123595,9,3910.0,7937.5
1767082885.6590354,ADAPTIVE,BUY,220,215,220,211.34698795180722,221.85301204819277,10,3690.0,5865.0
1767082885.6819987,ADAPTIVE,SELL,245,245,250,239.9867256637168,253.0132743362832,9,3935.0,6162.5
1767082885.689055,ADAPTIVE,BUY,160,155,160,150.32075471698113,162.87924528301886,10,3775.0,5350.0
1767082885.6940491,ADAPTIVE,SELL,1590,1590,1595,1584.1923076923076,1598.8076923076924,9,5365.0,19697.5
1767082885.7002175,ADAPTIVE,SELL,160,160,165,154.48702928870293,168.71297071129706,8,5525.0,6825.0
1767082885.7002175,ADAPTIVE,SELL,905,905,915,903.8197183098592,914.5802816901409,7,6430.0,12800.0
1767082885.7002175,ADAPTIVE,BUY,560,555,560,550.1636363636363,563.4363636363636,8,5870.0,10330.0
1767082885.7002175,ADAPTIVE,SELL,340,340,345,334.08961038961036,349.3103896103896,7,6210.0,8607.5
1767082885.7470925,ADAPTIVE,BUY,135,130,135,125.34838709677419,138.2516129032258,8,6075.0,7135.0
1767082885.8521183,ADAPTIVE,BUY,2415,2410,2415,2405.45,2417.95,9,3660.0,25372.5
1767082885.855215,ADAPTIVE,BUY,170,165,170,161.0705882352941,172.12941176470588,10,3490.0,5165.0
1767082885.872368,ADAPTIVE,SELL,650,650,655,643.9285714285714,659.0714285714286,9,4140.0,10012.5
1767082885.8897557,ADAPTIVE,SELL,185,185,190,179.2,194.0,8,4325.0,5825.0
1767082885.8897557,ADAPTIVE,BUY,205,200,205,195.96086956521737,207.4391304347826,9,4120.0,5942.5
1767082885.9046633,ADAPTIVE,BUY,220,215,220,211.17142857142858,222.0285714285714,10,3900.0,6075.0
1767082885.9046633,ADAPTIVE,SELL,95,95,100,89.77384615384615,103.22615384615385,9,3995.0,4872.5
1767082885.9581437,ADAPTIVE,BUY,140,135,140,130.60943396226415,142.59056603773584,10,3855.0,5230.0
1767082885.9691248,ADAPTIVE,SELL,120,120,130,118.58620689655173,129.41379310344828,9,3975.0,5100.0
1767082885.9721217,ADAPTIVE,BUY,290,285,290,280.5550561797753,292.64494382022474,10,3685.0,6560.0
1767082885.9751158,ADAPTIVE,SELL,170,170,175,163.94444444444446,179.05555555555554,9,3855.0,5407.5
1767082885.982107,ADAPTIVE,BUY,225,220,225,216.4856304985337,226.71436950146628,10,3630.0,5855.0
1767082885.9930954,ADAPTIVE,SELL,400,400,405,394.6162790697674,408.3837209302326,9,4030.0,7652.5
1767082886.0021515,ADAPTIVE,SELL,170,170,180,168.725,179.475,8,4200.0,5600.0
1767082886.0061476,ADAPTIVE,SELL,1845,1845,1855,1843.7,1854.7,7,6045.0,18995.0
1767082886.0111372,ADAPTIVE,BUY,175,170,175,166.52727272727273,177.0727272727273,8,5870.0,7250.0
1767082886.0151322,ADAPTIVE,BUY,335,330,335,326.2544554455445,337.14554455445545,9,5535.0,8527.5
